ENSSSCG00000000002		1
ENSSSCG00000000003	TTC38	869
ENSSSCG00000000005	CDPF1	278
ENSSSCG00000000006	PPARA	96
ENSSSCG00000000007	TRMU	770
ENSSSCG00000000010	FBLN1	672
ENSSSCG00000000014	FAM118A	1226
ENSSSCG00000000018	KIAA0930	1917
ENSSSCG00000000019	NUP50	3053
ENSSSCG00000000020	PHF21B	4
ENSSSCG00000000021		0
ENSSSCG00000000022	RTL6	675
ENSSSCG00000000024	PARVB	81
ENSSSCG00000000025		0
ENSSSCG00000000026	SULT4A1	2
ENSSSCG00000000028		0
ENSSSCG00000000029	SCUBE1	6
ENSSSCG00000000031	MCAT	254
ENSSSCG00000000033	TSPO	3095
ENSSSCG00000000034	TTLL12	2345
ENSSSCG00000000035	TTLL1	666
ENSSSCG00000000036	PACSIN2	2245
ENSSSCG00000000037	ARFGAP3	3394
ENSSSCG00000000038	CYB5R3	7302
ENSSSCG00000000039	POLDIP3	7223
ENSSSCG00000000040	SEPTIN3	16
ENSSSCG00000000045	NDUFA6	718
ENSSSCG00000000046	CYP2D25	10
ENSSSCG00000000050	NAGA	3540
ENSSSCG00000000057		0
ENSSSCG00000000058	SNU13	3567
ENSSSCG00000000059	XRCC6	596
ENSSSCG00000000061	PMM1	290
ENSSSCG00000000062	CSDC2	271
ENSSSCG00000000063	POLR3H	815
ENSSSCG00000000064	ACO2	3639
ENSSSCG00000000066	L3MBTL2	982
ENSSSCG00000000067	CHADL	1
ENSSSCG00000000068	EP300	1407
ENSSSCG00000000071	ST13	9135
ENSSSCG00000000072	SLC25A17	3775
ENSSSCG00000000073		36
ENSSSCG00000000074	MCHR1	5
ENSSSCG00000000075	MRTFA	144
ENSSSCG00000000076	SGSM3	1015
ENSSSCG00000000077	ADSL	1619
ENSSSCG00000000078	TNRC6B	1501
ENSSSCG00000000079	FAM83F	4
ENSSSCG00000000080	GRAP2	2
ENSSSCG00000000081	ENTHD1	0
ENSSSCG00000000082	CACNA1I	3
ENSSSCG00000000084	ATF4	17339
ENSSSCG00000000087	TAB1	790
ENSSSCG00000000091	APOBEC3B	142
ENSSSCG00000000092	NPTXR	4
ENSSSCG00000000093	DNAL4	122
ENSSSCG00000000094	SUN2	2157
ENSSSCG00000000095	GTPBP1	1851
ENSSSCG00000000097		1802
ENSSSCG00000000103	DMC1	3
ENSSSCG00000000104	DDX17	10620
ENSSSCG00000000105	KDELR3	7097
ENSSSCG00000000106	KCNJ4	0
ENSSSCG00000000107		4462
ENSSSCG00000000108	TMEM184B	181
ENSSSCG00000000110	PLA2G6	636
ENSSSCG00000000111	BAIAP2L2	99
ENSSSCG00000000113	SLC16A8	15
ENSSSCG00000000114	PICK1	858
ENSSSCG00000000116	POLR2F	2148
ENSSSCG00000000117	C22orf23	54
ENSSSCG00000000118	MICALL1	496
ENSSSCG00000000119	EIF3L	3550
ENSSSCG00000000120	ANKRD54	457
ENSSSCG00000000121	GALR3	43
ENSSSCG00000000130	CYTH4	0
ENSSSCG00000000131	ELFN2	0
ENSSSCG00000000132	TEX33	0
ENSSSCG00000000133	TST	149
ENSSSCG00000000135	KCTD17	93
ENSSSCG00000000136	CSF2RB	0
ENSSSCG00000000137	NCF4	23
ENSSSCG00000000138	PVALB	0
ENSSSCG00000000139	IFT27	198
ENSSSCG00000000141	EIF3D	2760
ENSSSCG00000000142	FOXRED2	248
ENSSSCG00000000144	TXN2	1724
ENSSSCG00000000145		1927
ENSSSCG00000000146	MYH11	42
ENSSSCG00000000148		61
ENSSSCG00000000151		0
ENSSSCG00000000152	RBFOX2	5320
ENSSSCG00000000156	FBXO7	1627
ENSSSCG00000000157	BPIFC	5
ENSSSCG00000000158	RTCB	5548
ENSSSCG00000000159	ASCL4	0
ENSSSCG00000000160	PRDM4	477
ENSSSCG00000000161	PWP1	3911
ENSSSCG00000000162	BTBD11	21
ENSSSCG00000000164	CRY1	897
ENSSSCG00000000167	RIC8B	419
ENSSSCG00000000169	POLR3B	1481
ENSSSCG00000000171	CKAP4	2004
ENSSSCG00000000174	TEX49	1
ENSSSCG00000000175	ADCY6	80
ENSSSCG00000000176	DDX23	1548
ENSSSCG00000000179	CCDC65	194
ENSSSCG00000000182	WNT10B	21
ENSSSCG00000000183	WNT1	0
ENSSSCG00000000184	DDN	0
ENSSSCG00000000185	PRKAG1	1900
ENSSSCG00000000186	RHEBL1	24
ENSSSCG00000000188	DHH	0
ENSSSCG00000000189	LMBR1L	599
ENSSSCG00000000190	TUBA1B	51561
ENSSSCG00000000194		12036
ENSSSCG00000000195	PRPH	0
ENSSSCG00000000197	C1QL4	25
ENSSSCG00000000198	DNAJC22	0
ENSSSCG00000000199	SPATS2	557
ENSSSCG00000000202	MCRS1	1504
ENSSSCG00000000203	KCNH3	0
ENSSSCG00000000204	PRPF40B	113
ENSSSCG00000000205	FAM186B	4
ENSSSCG00000000206	FAIM2	3
ENSSSCG00000000207		671
ENSSSCG00000000209	NCKAP5L	182
ENSSSCG00000000211	AQP5	1
ENSSSCG00000000212	AQP6	0
ENSSSCG00000000214	GPD1	182
ENSSSCG00000000215	SMARCD1	641
ENSSSCG00000000216	ASIC1	23
ENSSSCG00000000217	RACGAP1	140
ENSSSCG00000000220	POU6F1	43
ENSSSCG00000000223	BIN2	0
ENSSSCG00000000228	SCN8A	8
ENSSSCG00000000231		0
ENSSSCG00000000232	ACVRL1	2
ENSSSCG00000000233	ACVR1B	45
ENSSSCG00000000234	GRASP	58
ENSSSCG00000000235	KRT82	0
ENSSSCG00000000236	KRT75	0
ENSSSCG00000000238		0
ENSSSCG00000000239		1
ENSSSCG00000000240	KRT85	0
ENSSSCG00000000241	KRT84	0
ENSSSCG00000000247	KRT71	0
ENSSSCG00000000248	KRT5	0
ENSSSCG00000000249	KRT72	0
ENSSSCG00000000250	KRT73	0
ENSSSCG00000000251	KRT1	0
ENSSSCG00000000252	KRT8	0
ENSSSCG00000000253	KRT18	0
ENSSSCG00000000257	ITGB7	5
ENSSSCG00000000258	RARG	2433
ENSSSCG00000000259	CSAD	217
ENSSSCG00000000260	SOAT2	44
ENSSSCG00000000261		5222
ENSSSCG00000000262	SPRYD3	3652
ENSSSCG00000000263	TNS2	395
ENSSSCG00000000264	MFSD5	2904
ENSSSCG00000000265	ESPL1	26
ENSSSCG00000000267	C12orf10	1684
ENSSSCG00000000268	AAAS	329
ENSSSCG00000000271	AMHR2	4
ENSSSCG00000000272	SP1	319
ENSSSCG00000000273	PRR13	2799
ENSSSCG00000000274	PCBP2	579
ENSSSCG00000000275	MAP3K12	601
ENSSSCG00000000276	TARBP2	582
ENSSSCG00000000277	NPFF	2
ENSSSCG00000000278		2114
ENSSSCG00000000279	HOXC13	262
ENSSSCG00000000281	HOXC12	90
ENSSSCG00000000288	HNRNPA1	1033
ENSSSCG00000000289	NFE2	8
ENSSSCG00000000290	COPZ1	3542
ENSSSCG00000000291		0
ENSSSCG00000000292	ZNF385A	22
ENSSSCG00000000293	ITGA5	16682
ENSSSCG00000000295	NCKAP1L	0
ENSSSCG00000000296		0
ENSSSCG00000000297	PDE1B	20
ENSSSCG00000000298	PPP1R1A	1
ENSSSCG00000000299	TESPA1	0
ENSSSCG00000000312		0
ENSSSCG00000000318		0
ENSSSCG00000000327		0
ENSSSCG00000000332		0
ENSSSCG00000000333		0
ENSSSCG00000000352		0
ENSSSCG00000000353		0
ENSSSCG00000000359		788
ENSSSCG00000000361	CD63	48065
ENSSSCG00000000362	RDH5	3
ENSSSCG00000000363	GDF11	53
ENSSSCG00000000364	SARNP	2566
ENSSSCG00000000365	ORMDL2	3087
ENSSSCG00000000366	DNAJC14	8784
ENSSSCG00000000367		563
ENSSSCG00000000368	MMP19	2953
ENSSSCG00000000370	DGKA	1632
ENSSSCG00000000371	PMEL	6
ENSSSCG00000000376	SUOX	1108
ENSSSCG00000000377	PA2G4	4359
ENSSSCG00000000379	ESYT1	5294
ENSSSCG00000000382	SMARCC2	1623
ENSSSCG00000000383	RNF41	223
ENSSSCG00000000384	NABP2	333
ENSSSCG00000000385	SLC39A5	1
ENSSSCG00000000386	ANKRD52	510
ENSSSCG00000000393	PAN2	2162
ENSSSCG00000000394		4338
ENSSSCG00000000396	STAT2	3331
ENSSSCG00000000398	APOF	2
ENSSSCG00000000399	TIMELESS	8
ENSSSCG00000000400	MIP	3
ENSSSCG00000000401	GLS2	18
ENSSSCG00000000402	RBMS2	208
ENSSSCG00000000403	BAZ2A	522
ENSSSCG00000000405		27629
ENSSSCG00000000406	PTGES3	1421
ENSSSCG00000000411	NAB2	3788
ENSSSCG00000000413	MYO1A	3
ENSSSCG00000000415	SDR9C7	0
ENSSSCG00000000418	TAC3	3
ENSSSCG00000000419	RDH16	5
ENSSSCG00000000431	MBD6	42
ENSSSCG00000000433	B4GALNT1	26
ENSSSCG00000000435		6
ENSSSCG00000000436	PIP4K2C	1081
ENSSSCG00000000437	ARHGAP9	165
ENSSSCG00000000439	KIF5A	1082
ENSSSCG00000000442	INHBE	0
ENSSSCG00000000443	GLI1	5
ENSSSCG00000000444	DCTN2	2970
ENSSSCG00000000449	DTX3	589
ENSSSCG00000000453	ATP23	400
ENSSSCG00000000455	LRIG3	1883
ENSSSCG00000000456	SLC16A7	126
ENSSSCG00000000457	USP15	4389
ENSSSCG00000000458	MON2	8553
ENSSSCG00000000462	RXYLT1	1142
